doc_section;SKU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ZX-8211.pdf"" target=""_blank"">
  Fisa tehnica ZX-8211
</a></div></div></div>";ZX-8211
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_interfon_audio_electra_digital_panou_p4s.pdf"" target=""_blank"">
  Fisa tehnica Instaltatie interfon audio-video de tip electra pass (Digital)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_interfon_audio_electra_analogic_panou_pes_a25.pdf"" target=""_blank"">
  Fisa tehnica sistem interfon Analogic Electra
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ELECTRA_Instructiuni_YALA_ELECTROMAGNETICA.pdf"" target=""_blank"">
  Manual de utilizare Yala electromagnetica Electra YEM21x YEM 22x YEM 32x
</a></div></div></div>";YEM.22X
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_sursa_de_alimentare_in_cutie_cu_backup_ABK-902-24-3.pdf"" target=""_blank"">
  Fisa tehnica pentru ABK-902-24-3
</a></div></div></div>";ABK-902-24-3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_YM-280.pdf"" target=""_blank"">
  Certificat de conformitate YM-280
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_YM-280M.pdf"" target=""_blank"">
  Fisa tehnica YM-280M
</a></div></div></div>";YM-280M
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_PRO-ID30-EM-WG.pdf"" target=""_blank"">
  Fisa tehnica pro-id30-em-wg
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Prezentare_Cititor_Mifare_ZKTeco.pdf"" target=""_blank"">
  Prezentare Cititor Mifare ZKTeco
</a></div></div></div>";PRO-ID30-EM-WG
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/hles-30a-mifare_-_fisa_tehnica_1_.pdf"" target=""_blank"">
  Fisa Tehnica HLES-30A-MIFARE
</a></div></div></div>";HLES-30A-MIFARE
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_S5-RMF.pdf"" target=""_blank"">
  Fisa tehnica S5-RMF
</a></div></div></div>";S5-RMF
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DORCAS-41-2-N512F.pdf"" target=""_blank"">
  Fisa tehnica DORCAS-41-2-N512F
</a></div></div></div>";DORCAS-41-2-N512F
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_YB-100_.pdf"" target=""_blank"">
  Fisa tehnica pentru YB-100+
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_YB-100_.pdf"" target=""_blank"">
  Certificat de conformitate YB-100+
</a></div></div></div>";YB-100+
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SECUKEY-K9.pdf"" target=""_blank"">
  Certificat de conformitate SECUKEY-K9
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_SECUKEY-K9.pdf"" target=""_blank"">
  Manual de utilizare SECUKEY-K9
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_K9_-_K10.pdf"" target=""_blank"">
  Manual de utilizare K9 - K10
</a></div></div></div>";SECUKEY-K9
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_yala_electrica_nandal_badal_1913D.pdf"" target=""_blank"">
  Fisa tehnica pentru yala electrica nandal badal 1913
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_1913S.pdf"" target=""_blank"">
  Declaratie de conformitate 1913S
</a></div></div></div>";1913S
;ABK-902-12-3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_YD-605.pdf"" target=""_blank"">
  Fisa tehnica YD-605
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_YD-605.pdf"" target=""_blank"">
  Certificat de conformitate YD-605
</a></div></div></div>";YD-605
;AWO 000EI
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/pc7_-_fisa_tehnica.pdf"" target=""_blank"">
  Fisa Tehnica
</a></div></div></div>";PC7
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/BC%202000%20Final.pdf"" target=""_blank"">
  Manual BC2000/K2 Romana
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE%20BC2000.PDF"" target=""_blank"">
  Certificat conformitate BC2000/K2
</a></div></div></div>";K2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_instalare_aplicatie_mobila_SECUKEY-K7.pdf"" target=""_blank"">
  Manual instalare aplicatie mobila SECUKEY-K7
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_SECUKEY-K7.pdf"" target=""_blank"">
  Manual de utilizare SECUKEY-K7/BT
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_K7-BT.pdf"" target=""_blank"">
  Certificat de conformitate K7-BT
</a></div></div></div>";K7-BT PIN+Card
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_yala_electrica_nandal_badal_1913D.pdf"" target=""_blank"">
  Fisa tehnica pentru yala electrica nandal badal 1913
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_1913S.pdf"" target=""_blank"">
  Declaratie de conformitate 1913S
</a></div></div></div>";1913D
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-K1T801M.pdf"" target=""_blank"">
  Fisa tehnica DS-K1T801M
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_DS-K1T801M.pdf"" target=""_blank"">
  Declaratie de conformitate DS-K1T801M
</a></div></div></div>";DS-K1T801M
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/TKD-810_-_fisa_tehnica_5_1.pdf"" target=""_blank"">
  Fisa tehnica/schema montaj TDK-810
</a></div></div></div>";TKD-810
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DOCSX.pdf"" target=""_blank"">
  Certificat de conformitate SX-09
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_si_intructiuni_de_instalare_Yala_electromagnetica_vertical_SX-96.pdf"" target=""_blank"">
  Fisa tehnica si intructiuni de instalare SX-96
</a></div></div></div>";SX-96
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_MBK-280NGZ.pdf"" target=""_blank"">
  Fisa tehnica MBK-280NGZ
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_MBK-280NGZ.pdf"" target=""_blank"">
  Certificat de conformitate MBK-280NGZ
</a></div></div></div>";MBK-280NGZ
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_Economizor_de_electricitate_pentru_pensiuni_si_hotel_pentru_carduri_Mifare_cu_cip_Adel_S50_220V_30A_HLES-30A-MIFARE-A_K_.pdf"" target=""_blank"">
  Manual de utilziare si detalii tehnice HLES-30A-MIFARE-A(K)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/prezentare_sistem_HLA_5500.pdf"" target=""_blank"">
  Prezentare produse ADEL HLA 5500
</a></div></div></div>";HLES-30A-MIFARE-A(K)
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RO_MBK-280NDZL.pdf"" target=""_blank"">
  Fisa tehnica RO MBK-280NDZL
</a></div></div></div>";MBK-280NDZL
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_ASR2200A_si_ASR2200A-D.pdf"" target=""_blank"">
  Certificat de conformitate ASR2200A si ASR2200A-D
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ASR2200A_si_ASR2200A-D.pdf"" target=""_blank"">
  Fisa tehnica ASR2200A si ASR2200A-D
</a></div></div></div>";ASR2200A
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_ASR2200A_si_ASR2200A-D.pdf"" target=""_blank"">
  Certificat de conformitate ASR2200A si ASR2200A-D
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ASR2200A_si_ASR2200A-D.pdf"" target=""_blank"">
  Fisa tehnica ASR2200A si ASR2200A-D
</a></div></div></div>";ASR2200A-D
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_ACCESELECTRA-S.pdf"" target=""_blank"">
  Fisa tehnica pentru Modul S bord
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_S-BOARD2.pdf"" target=""_blank"">
  Certificat de conformitate S-BOARD2
</a></div></div></div>";S-BOARD2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_amortizor_de_usa_cu_sina_silin_1.pdf"" target=""_blank"">
  Fisa tehnica SA-8023W
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_amortizor_usa.pdf"" target=""_blank"">
  Certificat de conformitate SA-8023W
</a></div></div></div>";SA-8023W
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_PRO-ID10-MF-WG.pdf"" target=""_blank"">
  Fisa tehnica PRO-ID10-MF-WG
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Prezentare_Cititor_Mifare_ZKTeco.pdf"" target=""_blank"">
  Prezentare Cititor Mifare ZKTeco
</a></div></div></div>";PRO-ID10-MF-WG
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://play.google.com/store/apps/details?id=com.tuya.smart&hl=ro&gl=US"" target=""_blank"">
  Aplicatie Tuya - Android
</a></div><div><a class=""no-underline"" href=""https://apps.apple.com/us/app/tuyasmart/id1034649547"" target=""_blank"">
  Aplicatie Tuya - Apple
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_Gateway-Secukey.pdf"" target=""_blank"">
  Manual de utilizare Gateway-Secukey
</a></div></div></div>";Gateway-Secukey
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/BC%202000%20Final.pdf"" target=""_blank"">
  Manual BC2000/K2 Romana
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE%20BC2000.PDF"" target=""_blank"">
  Certificat conformitate BC2000/K2
</a></div></div></div>";BC2000
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_KR-300DUAL.pdf"" target=""_blank"">
  Fisa tehnica KR-300DUAL
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_KR-300DUAL.pdf"" target=""_blank"">
  Certificat de conformitate KR-300DUAL
</a></div></div></div>";KR-300DUAL
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_SECUKEY-S7.pdf"" target=""_blank"">
  Manual de utilizare SECUKEY-S7/BT
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_utilizare_aplicatie_SECUKEY-S7.pdf"" target=""_blank"">
  Manual utilizare aplicatie SECUKEY-S7-BT
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_S7-BTCard_PIN.pdf"" target=""_blank"">
  Certificat de conformitate S7-BT
</a></div></div></div>";S7-BTCard+PIN
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_Amortizor_hidraulic_cu_sina_pentru_usa_SA-8023-sv_60-85_Kg_argintiu_aluminiu.pdf"" target=""_blank"">
  Fisa Tehnica SA-8023-sv (RO)
</a></div></div></div>";SA-8023-sv
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/1102_user_manual.pdf"" target=""_blank"">
  Manual DS-K1102AM
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DS-K1102A-Series-Card-Reader_Datasheet_V1.0_20210607.pdf"" target=""_blank"">
  Fisa tehnica DS-K1102A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_DS-K1102AE-M.pdf"" target=""_blank"">
  CE DS-K1102AE-M
</a></div></div></div>";DS-K1102AM
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_YM-280.pdf"" target=""_blank"">
  Certificat de conformitate YM-280
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_YM-180N_LED_.pdf"" target=""_blank"">
  Fisa tehnica YM-180N(LED)
</a></div></div></div>";YM-180N(LED)
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_si_instructiuni_de_instalare_yala_electromagnetic_cu_bolt_YB-100.pdf"" target=""_blank"">
  Fisa Tehnica si instructiuni de instalare YB-100
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_YB-100.pdf"" target=""_blank"">
  Certificat de conformitate YB-100
</a></div></div></div>";YB-100
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-K4H258S.pdf"" target=""_blank"">
  Fisa tehnica DS-K4H258S
</a></div></div></div>";DS-K4H258S
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/sx-10-fisa_tehnica_3.pdf"" target=""_blank"">
  Fisa tehnica si instructiuni de montaj SX-10 (RO)
</a></div></div></div>";SX-10
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_ASR2100A_si_ASR2100A-ME.pdf"" target=""_blank"">
  Certificat de conformitate ASR2100A si ASR2100A-ME
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ASR2100A-ME.pdf"" target=""_blank"">
  Fisa tehnica ASR2100A-ME
</a></div></div></div>";ASR2100A-ME
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-K1107AM.pdf"" target=""_blank"">
  Fisa tehnica DS-K1107AM
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_DS-K1107AM.pdf"" target=""_blank"">
  Certificat de confirmitate DS-K1107AM
</a></div></div></div>";DS-K1107AM
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_ASR2100A_si_ASR2100A-ME.pdf"" target=""_blank"">
  Certificat de conformitate ASR2100A si ASR2100A-ME
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ASR2100A.pdf"" target=""_blank"">
  Fisa tehnica ASR2100A
</a></div></div></div>";ASR2100A
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DEE1010B-S2_1.pdf"" target=""_blank"">
  Fisa tehnica DEE1010B-S2
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_DEE1010B_1.pdf"" target=""_blank"">
  Certificat de confirmitate Fisa tehnica DEE1010B-S2
</a></div></div></div>";DEE1010B-S2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_KR-612E.pdf"" target=""_blank"">
  Fisa tehnica KR-612E
</a></div></div></div>";KR-612E
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_EM-320KG-A01GD.pdf"" target=""_blank"">
  Fisa tehnica EM-320KG-A01GD
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_EM-320KG-A01GD.pdf"" target=""_blank"">
  Certificat de conformitate EM-320KG-A01GD
</a></div></div></div>";EM-320KG-A01GD
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_KR-611M.pdf"" target=""_blank"">
  Fisa tehnica KR-611M
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_KR-611M.pdf"" target=""_blank"">
  Certificat de conformitate KR-611M
</a></div></div></div>";KR-611M
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SEKUKEY-EK2.pdf"" target=""_blank"">
  Certificat de conformitate SEKUKEY-EK2
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_Secukey_EK2_EK3_.pdf"" target=""_blank"">
  Manual de utilizare Secukey EK2 EK3 
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SEKUKEY-EK2.pdf"" target=""_blank"">
  Fisa tehnica SEKUKEY-EK2
</a></div></div></div>";SECUKEY-EK2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_BPS-07-5.pdf"" target=""_blank"">
  Fisa tehnica BPS-07-5
</a></div></div></div>";BPS-07-5
;D11
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/proid-series.pdf"" target=""_blank"">
  Fisa tehnica Reader Seria PRO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/pro-id10-em-wg-fisa_tehnica.pdf"" target=""_blank"">
  Fisa tehnica pro id10 em wg Romana
</a></div></div></div>";PRO-ID10-EM-WG
;cLock-2D
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Sistem_de_control_acces_RFID_Cod_1000_utilizatori_Sebury_Mkey_MKEY_ro.pdf"" target=""_blank"">
  Fisa tehnica MKEY RO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/mKey_CE.jpg"" target=""_blank"">
  Certificat de conformitate MKEY
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/mKey%20%20user%20Manual.pdf"" target=""_blank"">
  Manual instructiuni MKEY en
</a></div></div></div>";MKEY
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_HLES-30A-TEMIC.pdf"" target=""_blank"">
  Fisa tehnica HLES-30A-TEMIC
</a></div></div></div>";HLES-30A-TEMIC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ASR1100A-ASR1100A-D_fisa_tehnica.pdf"" target=""_blank"">
  Fisa tehnica ASR1100A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/ASR1100A_Manual_de_utilizare.pdf"" target=""_blank"">
  Manual de utilizare ASR1100A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/VDH-387-CE-Doc-File.pdf"" target=""_blank"">
  CE ASR1100A
</a></div></div></div>";ASR1100A
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SB-150ST.pdf"" target=""_blank"">
  Certificat de conformitate SB-150ST
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SB-150ST.pdf"" target=""_blank"">
  Fisa tehnica SB-150ST
</a></div></div></div>";SB-150ST
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SECUKEY-K7.pdf"" target=""_blank"">
  Certificat de conformitate SECUKEY-K7
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_SECUKEY-K7.pdf"" target=""_blank"">
  Manual de utilizare SECUKEY-K7/BT
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SECUKEY-K7_1.pdf"" target=""_blank"">
  Fisa tehnica SECUKEY-K7
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SECUKEY.pdf"" target=""_blank"">
  Certificat de conformitate SECUKEY
</a></div></div></div>";SECUKEY-K7
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SECUKEY-S7.pdf"" target=""_blank"">
  Certificat de conformitate SECUKEY-S7
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SECUKEY-S7.pdf"" target=""_blank"">
  Fisa tehnica SECUKEY-S7
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_SECUKEY-S7.pdf"" target=""_blank"">
  Manual de utilizare SECUKEY-S7/BT
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SECUKEY.pdf"" target=""_blank"">
  Certificat de conformitate SECUKEY
</a></div></div></div>";SECUKEY-S7
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_E2_si_E3.pdf"" target=""_blank"">
  Manual de utilizare E2 si E3
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_E2_Secukey.pdf"" target=""_blank"">
  Certificat de conformitate E2 Secukey
</a></div></div></div>";SECUKEY-E2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_S2-X_EM_MF.pdf"" target=""_blank"">
  Fisa tehnica S2-X EM+MF
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_S2-X_EM_MF.pdf"" target=""_blank"">
  Certificat de conformitate S2-X EM+MF
</a></div></div></div>";S2-X EM+MF
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SA-5044AW-sv.pdf"" target=""_blank"">
  Fisa tehnica SA-5044AW-sv ro
</a></div></div></div>";SA-5044AW-sv
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SECUKEY-EH3.pdf"" target=""_blank"">
  Fisa tehnica SECUKEY-EH3
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_SECUKEY-EH3.pdf"" target=""_blank"">
  Manual de utilizare SECUKEY-EH3
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_control_acces_Secukey_seria_Exx.pdf"" target=""_blank"">
  Certificat de conformitate control acces Secukey seria Exx
</a></div></div></div>";SECUKEY-EH3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_si_manual_de_utiliza_pentru_ACM-28A-EM.pdf"" target=""_blank"">
  Fisa tehnica si manual de utilizare pentru ACM-28A-EM.pdf
</a></div></div></div>";ACM-28A-EM
